id,mainAsset,mainTimeFrame,parameters,ASSETS,ASSETS 1,TIMEFRAMES,TIMEFRAMES 1,INDICATORS_PROPERTIES,LAG_TIMESTEPS,ASSETS,LABELS,PERCENTAGE_OF_DATASET_FOR_TRAINING,FEATURES,EPOCHS,LSTM_NEURONS,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MAX,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MIN,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_CLOSE,HOUR_OF_DAY,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_YEAR,MONTH_OF_YEAR,YEAR,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_OPEN,CANDLES_CANDLES-VOLUMES_VOLUMES_VOLUME_BUY,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE5RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT5RATE,parametersHash,status,timeSeriesFileName,parametersFileName,filesTimestaps,parameters,forcastedCandle,begin,end,open,predictions,predictions 1,predictions 2,predictions 3,errorRMSE,percentageErrorRMSE,enlapsedSeconds,enlapsedMinutes,enlapsedHours,testedBy,timestamp,when,,
1347,BTC,02-hs,31,1,BTC,1,02-hs,9,15,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,4d0cc62b636820a1e6d049b6977e2717,Tested,time-series-BTC-02-hs-0000001347,parameters-0000001347,1,2022-04-20T05:22:45.863Z,3,1650420000000,1650427199999,41386.14,3,41795.426,41840.066,41877.465,634.112,1.52,928,15.47,0.26,p-pl / note1,1650433114601,00:24:36 HH:MM:SS ago,,
1451,BTC,03-hs,31,1,BTC,1,03-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,4aff80199cb597e4e5754cf754a5910e,Tested,time-series-BTC-03-hs-0000001451,parameters-0000001451,1,2022-04-20T13:42:45.527Z,3,1650445200000,1650455999999,42090,3,42576.996,42237.02,42384.562,646.335,1.52,328,5.46,0.09,caoHenriques / caoH_3,1650462496481,00:00:31 HH:MM:SS ago,,
1502,BTC,03-hs,31,1,BTC,1,03-hs,8,5,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,0a8755c41db000f34df3fedd7fd0c300,Tested,time-series-BTC-03-hs-0000001502,parameters-0000001502,1,2022-04-20T14:07:45.606Z,3,1650445200000,1650455999999,42090,3,42796.727,42199.117,42621.67,648.933,1.52,500,8.33,0.14,end-debug / Laptop-Lenovo-01,1650464170296,00:06:12 HH:MM:SS ago,,
1595,BTC,03-hs,31,1,BTC,1,03-hs,9,10,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,97273d0d39e473c18950083b80b1ae72,Tested,time-series-BTC-03-hs-0000001595,parameters-0000001595,1,2022-04-20T14:55:44.373Z,3,1650445200000,1650455999999,42090,3,42690.992,42023.074,42152.094,650.815,1.52,44,0.73,0.01,p-pl / note2,1650466590667,00:01:40 HH:MM:SS ago,,
1662,BTC,03-hs,31,1,BTC,1,03-hs,6,10,1,3,80,6,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,386ca210acea8caae66dcbac49358bad,Tested,time-series-BTC-03-hs-0000001662,parameters-0000001662,1,2022-04-20T15:25:24.892Z,3,1650456000000,1650466799999,41549.13,3,41947.547,41664.73,41930.113,635.752,1.52,472,7.87,0.13,caoHenriques / caoH_1,1650468800003,00:04:27 HH:MM:SS ago,,
1745,BTC,03-hs,31,1,BTC,1,03-hs,10,15,1,3,80,10,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,ace1e5e283db9261ec07092156e84659,Tested,time-series-BTC-03-hs-0000001745,parameters-0000001745,1,2022-04-20T16:34:04.905Z,3,1650456000000,1650466799999,41549.13,3,42098.176,41902.52,41330.105,640.282,1.52,58,0.97,0.02,p-pl / note3,1650472505857,00:01:45 HH:MM:SS ago,,
1819,BTC,03-hs,31,1,BTC,1,03-hs,10,15,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,ON,ON,OFF,OFF,394968ab16289b333ef9c966cd427ed4,Tested,time-series-BTC-03-hs-0000001819,parameters-0000001819,1,2022-04-20T17:00:51.540Z,3,1650456000000,1650466799999,41549.13,3,41398.71,40894.477,41129.406,628.761,1.52,525,8.75,0.15,NAmorim / TestLaptop,1650474579876,00:22:13 HH:MM:SS ago,,
1839,BTC,03-hs,31,1,BTC,1,03-hs,8,15,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,b9fc41176500ec891b93f6240fa054e0,Tested,time-series-BTC-03-hs-0000001839,parameters-0000001839,1,2022-04-20T17:15:53.167Z,3,1650456000000,1650466799999,41549.13,3,41429.33,40620.17,41079.23,628.57,1.52,307,5.11,0.09,p-pl / note1,1650475263978,00:09:51 HH:MM:SS ago,,
1849,BTC,03-hs,31,1,BTC,1,03-hs,11,15,1,3,80,11,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,ON,ON,OFF,OFF,81bf17464d77c07b463f6b4d32aaa9ef,Tested,time-series-BTC-03-hs-0000001849,parameters-0000001849,1,2022-04-20T17:22:27.477Z,3,1650456000000,1650466799999,41549.13,3,42081.25,41642.676,41890.13,639.813,1.52,1472,24.53,0.41,caoHenriques / caoH_1,1650476822913,00:03:30 HH:MM:SS ago,,
1989,BTC,04-hs,31,1,BTC,1,04-hs,9,5,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,7aac01f473ff8b60d17df9cfd364ccf1,Tested,time-series-BTC-04-hs-0000001989,parameters-0000001989,1,2022-04-20T18:59:50.221Z,3,1650456000000,1650470399999,41261.73,3,41980.98,41051.54,41764.84,637.047,1.52,153,2.55,0.04,end-debug / Laptop-Lenovo-01,1650481351930,00:02:18 HH:MM:SS ago,,
1996,BTC,04-hs,31,1,BTC,1,04-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,632e3055a34b604067b89a564ce2f961,Tested,time-series-BTC-04-hs-0000001996,parameters-0000001996,1,2022-04-20T19:01:34.972Z,3,1650456000000,1650470399999,41261.73,3,41302.152,40595.01,41079.207,628.399,1.52,89,1.48,0.02,p-pl / note3,1650481385911,00:02:45 HH:MM:SS ago,,
2046,BTC,04-hs,31,1,BTC,1,04-hs,9,5,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,bdefa80cbc8acc54d3c4f329f5c3e045,Tested,time-series-BTC-04-hs-0000002046,parameters-0000002046,1,2022-04-20T19:17:21.552Z,3,1650456000000,1650470399999,41261.73,3,42067.527,41151.082,41637.59,640.218,1.52,175,2.91,0.05,p-pl / note1,1650482418481,00:39:14 HH:MM:SS ago,,
2161,BTC,04-hs,31,1,BTC,1,04-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,b9d542433f827e08016909abd7f8ac88,Tested,time-series-BTC-04-hs-0000002161,parameters-0000002161,1,2022-04-20T19:57:48.615Z,3,1650456000000,1650470399999,41261.73,3,41260.414,40504.223,41106.348,627.98,1.52,169,2.82,0.05,p-pl / note2,1650484839967,00:13:38 HH:MM:SS ago,,
2188,BTC,04-hs,31,1,BTC,1,04-hs,8,10,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,f99c6f16fbced11bdb8f1398666cf16f,Tested,time-series-BTC-04-hs-0000002188,parameters-0000002188,1,2022-04-20T20:07:55.301Z,3,1650470400000,1650484799999,41193.89,3,41986.273,40934.004,41526.44,637.999,1.52,310,5.17,0.09,end-debug / Laptop-Lenovo-01,1650485588814,00:00:23 HH:MM:SS ago,,
2284,BTC,04-hs,31,1,BTC,1,04-hs,7,15,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,d2dcd3519053dc8e6a7738524f06213a,Tested,time-series-BTC-04-hs-0000002284,parameters-0000002284,1,2022-04-20T21:08:41.326Z,3,1650470400000,1650484799999,41193.89,3,41964.312,40732.73,41260.22,637.398,1.52,94,1.57,0.03,Luis-Fernando-Molina / Laptop-Lenovo-01,1650489016681,00:00:00 HH:MM:SS ago,,
2381,BTC,04-hs,31,1,BTC,1,04-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,0c63ff2e53f6e57d28ccc1af89b80484,Tested,time-series-BTC-04-hs-0000002381,parameters-0000002381,1,2022-04-20T21:48:07.417Z,3,1650470400000,1650484799999,41193.89,3,41918.164,41062.27,41644.883,635.78,1.52,268,4.46,0.07,p-pl / note2,1650491556431,00:04:17 HH:MM:SS ago,,
2409,BTC,04-hs,31,1,BTC,1,04-hs,9,15,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,f9c440c6a465f29380a37f53cc64fa3f,Tested,time-series-BTC-04-hs-0000002409,parameters-0000002409,1,2022-04-20T22:22:42.657Z,3,1650470400000,1650484799999,41193.89,3,41859.816,40992.066,41471.33,634.337,1.52,452,7.54,0.13,p-pl / note3,1650493818629,00:28:20 HH:MM:SS ago,,
2433,BTC,04-hs,31,1,BTC,1,04-hs,7,15,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,974f750c061ae4aa9355e364af394900,Tested,time-series-BTC-04-hs-0000002433,parameters-0000002433,1,2022-04-20T23:09:07.432Z,3,1650470400000,1650484799999,41193.89,3,41864.355,41107.973,41634.793,636.94,1.52,629,10.48,0.17,p-pl / note2,1650496784556,00:11:46 HH:MM:SS ago,,
518,BTC,01-hs,31,1,BTC,1,01-hs,7,10,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,bd9618945faeb55477816ab721b41d0b,Tested,time-series-BTC-01-hs-0000000518,parameters-0000000518,1,2022-04-19T05:59:40.750Z,3,1650340800000,1650344399999,40864.27,3,41524,40676.48,41719.75,633.612,1.53,165,2.74,0.05,p-pl / note2,1650348150145,04:15:39 HH:MM:SS ago,,
544,BTC,01-hs,31,1,BTC,1,01-hs,7,10,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,62aa8d26c92aac03f842e0e013bca2ae,Tested,time-series-BTC-01-hs-0000000544,parameters-0000000544,1,2022-04-19T06:58:04.640Z,3,1650344400000,1650347999999,40660.96,3,41066.34,40762.25,41753.44,626.606,1.53,1411,23.51,0.39,Luis-Fernando-Molina / Laptop-Lenovo-01,1650352898782,03:22:02 HH:MM:SS ago,,
570,BTC,01-hs,31,1,BTC,1,01-hs,7,10,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,f6b38f1d02601d0d07b9d12f4e5c38ec,Tested,time-series-BTC-01-hs-0000000570,parameters-0000000570,1,2022-04-19T08:22:25.954Z,3,1650351600000,1650355199999,40683.14,3,41093.12,40747.86,41737.953,627.793,1.53,622,10.37,0.17,p-pl / note2,1650357179703,03:17:29 HH:MM:SS ago,,
934,BTC,02-hs,31,1,BTC,1,02-hs,6,5,1,3,80,6,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,49a7ce5e620be7c2f86691899826a686,Tested,time-series-BTC-02-hs-0000000934,parameters-0000000934,1,2022-04-19T20:45:14.659Z,3,1650391200000,1650398399999,41417.24,3,41106.938,40737.08,40759.18,629.409,1.53,134,2.23,0.04,theblockchainarborist / theblockchainarborist,1650401252065,23:52:52 HH:MM:SS ago,,
1090,BTC,02-hs,31,1,BTC,1,02-hs,8,10,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,2340814a7a9969411242911d4beb0eef,Tested,time-series-BTC-02-hs-0000001090,parameters-0000001090,1,2022-04-19T22:40:05.443Z,3,1650398400000,1650405599999,41313.07,3,41031.344,40490.117,40607.79,626.217,1.53,305,5.08,0.08,p-pl / note3,1650408429793,22:15:04 HH:MM:SS ago,,
1155,BTC,02-hs,31,1,BTC,1,02-hs,8,10,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,c772ac6bf92e4712a638935f6304dc20,Tested,time-series-BTC-02-hs-0000001155,parameters-0000001155,1,2022-04-20T00:18:33.497Z,3,1650405600000,1650412799999,41493.18,3,41147.38,40749.33,40906.07,627.807,1.53,619,10.32,0.17,p-pl / note3,1650414571658,00:11:27 HH:MM:SS ago,,
1266,BTC,02-hs,31,1,BTC,1,02-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,747080def10c2d949c4e105e82aafc93,Tested,time-series-BTC-02-hs-0000001266,parameters-0000001266,1,2022-04-20T02:35:54.623Z,3,1650412800000,1650419999999,41351.39,3,41048.582,40368.438,40843.05,626.63,1.53,915,15.25,0.25,caoHenriques / caoH_3,1650423073227,00:26:16 HH:MM:SS ago,,
1538,BTC,03-hs,31,1,BTC,1,03-hs,7,5,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,28a4e182e6170c94b04dc0bab3d38ac1,Tested,time-series-BTC-03-hs-0000001538,parameters-0000001538,1,2022-04-20T14:36:08.928Z,3,1650445200000,1650455999999,42090,3,42614.688,42251.01,42521.434,653.776,1.53,268,4.47,0.07,p-pl / note3,1650465640285,00:09:22 HH:MM:SS ago,,
1665,BTC,03-hs,31,1,BTC,1,03-hs,7,10,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,3760b4ad1eb020be3213d0b649c4c14d,Tested,time-series-BTC-03-hs-0000001665,parameters-0000001665,1,2022-04-20T15:27:00.616Z,3,1650456000000,1650466799999,41549.13,3,42024.844,41780.53,41886.703,641.699,1.53,140,2.34,0.04,theblockchainarborist / theblockchainarborist,1650468564043,00:08:23 HH:MM:SS ago,,
1741,BTC,03-hs,31,1,BTC,1,03-hs,9,15,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,73505dee7506f01703099c3e5b3785f9,Tested,time-series-BTC-03-hs-0000001741,parameters-0000001741,1,2022-04-20T16:33:20.530Z,3,1650456000000,1650466799999,41549.13,3,42457.996,41750.92,41827.83,649.117,1.53,57,0.95,0.02,p-pl / note2,1650472460405,00:01:06 HH:MM:SS ago,,
1862,BTC,03-hs,31,1,BTC,1,03-hs,8,15,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,98d60fcfa78f7d45d6a8419c35c41d7e,Tested,time-series-BTC-03-hs-0000001862,parameters-0000001862,1,2022-04-20T17:37:33.900Z,3,1650456000000,1650466799999,41549.13,3,41389.816,40676.43,41062.266,631.953,1.53,611,10.18,0.17,p-pl / note1,1650476867459,03:42:53 HH:MM:SS ago,,
2152,BTC,04-hs,31,1,BTC,1,04-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,560a43238e0adc0b0ad046354a1d437f,Tested,time-series-BTC-04-hs-0000002152,parameters-0000002152,1,2022-04-20T19:51:51.270Z,3,1650456000000,1650470399999,41261.73,3,41217.918,40563.54,41110.484,632.515,1.53,168,2.81,0.05,p-pl / note1,1650484481213,00:04:03 HH:MM:SS ago,,
2438,BTC,04-hs,31,1,BTC,1,04-hs,7,15,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,dd1ae4cfbd45ae16557f332c1f7cee85,Tested,time-series-BTC-04-hs-0000002438,parameters-0000002438,1,2022-04-20T23:19:55.124Z,3,1650470400000,1650484799999,41193.89,3,41297.29,40394.105,40999.758,632.426,1.53,568,9.46,0.16,p-pl / note2,1650497371284,00:09:59 HH:MM:SS ago,,
296,BTC,01-hs,31,1,BTC,1,01-hs,8,5,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,7f4e91eb03451ee446a6f653adbb8b89,Tested,time-series-BTC-01-hs-0000000296,parameters-0000000296,1,2022-04-18T23:10:05.443Z,3,1650319200000,1650322799999,40923.74,3,40483.758,39934.3,40123.11,622.656,1.54,167,2.79,0.05,caoHenriques / caoH_1,1650323580817,10:00:05 HH:MM:SS ago,,
563,BTC,01-hs,31,1,BTC,1,01-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,0916d682c14f0c3a646f5663294b428f,Tested,time-series-BTC-01-hs-0000000563,parameters-0000000563,1,2022-04-19T07:58:48.006Z,3,1650348000000,1650351599999,40711.6,3,41112.367,40662.824,41818.277,632.082,1.54,815,13.58,0.23,p-pl / note3,1650355948028,00:21:03 HH:MM:SS ago,,
724,BTC,01-hs,31,1,BTC,1,01-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,c2678a1bda5143b58652a227b3e5cac4,Tested,time-series-BTC-01-hs-0000000724,parameters-0000000724,1,2022-04-19T15:16:08.227Z,3,1650376800000,1650380399999,41565.91,3,42031.61,41523.312,42641.684,646.034,1.54,929,15.49,0.26,p-pl / note3,1650382301960,02:25:00 HH:MM:SS ago,,
937,BTC,02-hs,31,1,BTC,1,02-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,5536213231016724b8b3bc9616074723,Tested,time-series-BTC-02-hs-0000000937,parameters-0000000937,1,2022-04-19T20:46:39.789Z,3,1650391200000,1650398399999,41417.24,3,41100.703,40652.19,40756.76,634.371,1.54,562,9.36,0.16,Luis-Fernando-Molina / Laptop-Lenovo-01,1650401765133,23:44:19 HH:MM:SS ago,,
1299,BTC,02-hs,31,1,BTC,1,02-hs,8,15,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,8e3b4d3d50d2138ad8067a7d4f49e10d,Tested,time-series-BTC-02-hs-0000001299,parameters-0000001299,1,2022-04-20T03:27:12.574Z,3,1650412800000,1650419999999,41351.39,3,41045.965,40439.797,40710.867,633.911,1.54,899,14.98,0.25,caoHenriques / caoH_3,1650426189883,00:21:17 HH:MM:SS ago,,
1316,BTC,02-hs,31,1,BTC,1,02-hs,8,15,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,f4ca8448941aa0924b63e1c0c84345aa,Tested,time-series-BTC-02-hs-0000001316,parameters-0000001316,1,2022-04-20T03:50:04.771Z,3,1650412800000,1650419999999,41351.39,3,42080.1,41627.703,41912.82,649.685,1.54,793,13.22,0.22,p-pl / note1,1650427609183,01:22:52 HH:MM:SS ago,,
1362,BTC,02-hs,31,1,BTC,1,02-hs,6,15,1,3,80,6,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,5c00d555403a7825c0739c5657c46fa9,Tested,time-series-BTC-02-hs-0000001362,parameters-0000001362,1,2022-04-20T05:58:11.070Z,3,1650420000000,1650427199999,41386.14,3,41956.805,41950.637,41828.94,645.593,1.54,1891,31.52,0.53,caoHenriques / caoH_1,1650459226951,08:33:35 HH:MM:SS ago,,
1565,BTC,03-hs,31,1,BTC,1,03-hs,10,10,1,3,80,10,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,9f2d183d531b5424d19350e1631b4fb0,Tested,time-series-BTC-03-hs-0000001565,parameters-0000001565,1,2022-04-20T14:50:56.142Z,3,1650445200000,1650455999999,42090,3,42165.832,41091.47,41408.887,651.084,1.54,45,0.74,0.01,p-pl / note1,1650466303298,00:01:02 HH:MM:SS ago,,
1573,BTC,03-hs,31,1,BTC,1,03-hs,9,10,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ef0e765aa6db25927b613760cfbdc3f5,Tested,time-series-BTC-03-hs-0000001573,parameters-0000001573,1,2022-04-20T14:51:58.466Z,3,1650445200000,1650455999999,42090,3,42475.754,41967.164,42246.6,654.994,1.54,45,0.75,0.01,p-pl / note2,1650466366025,00:02:31 HH:MM:SS ago,,
1637,BTC,03-hs,31,1,BTC,1,03-hs,7,10,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,1f89978f10c237977d43c326beef1719,Tested,time-series-BTC-03-hs-0000001637,parameters-0000001637,1,2022-04-20T15:11:36.817Z,3,1650456000000,1650466799999,41549.13,3,41899.855,41756.125,41926.16,644.569,1.54,139,2.32,0.04,theblockchainarborist / theblockchainarborist,1650467639922,00:04:13 HH:MM:SS ago,,
1764,BTC,03-hs,31,1,BTC,1,03-hs,8,15,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,842e1be4b946a37eb76c01877a0549de,Tested,time-series-BTC-03-hs-0000001764,parameters-0000001764,1,2022-04-20T16:37:50.316Z,3,1650456000000,1650466799999,41549.13,3,41863.52,41113.113,40983.043,645.29,1.54,116,1.94,0.03,end-debug / Laptop-Lenovo-01,1650472791088,00:00:45 HH:MM:SS ago,,
1820,BTC,03-hs,31,1,BTC,1,03-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,fc9481bc3f555e0398c0098df467cc6d,Tested,time-series-BTC-03-hs-0000001820,parameters-0000001820,1,2022-04-20T17:02:47.353Z,3,1650456000000,1650466799999,41549.13,3,42301.355,41674.98,41749.727,649.788,1.54,181,3.02,0.05,theblockchainarborist / theblockchainarborist,1650474352156,00:26:00 HH:MM:SS ago,,
1983,BTC,04-hs,31,1,BTC,1,04-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,15d01a216ed11e232c6971fe7c184465,Tested,time-series-BTC-04-hs-0000001983,parameters-0000001983,1,2022-04-20T18:58:10.909Z,3,1650456000000,1650470399999,41261.73,3,41272.527,40651.57,40942.24,636.815,1.54,88,1.47,0.02,p-pl / note2,1650481181620,00:03:40 HH:MM:SS ago,,
2034,BTC,04-hs,31,1,BTC,1,04-hs,9,5,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,56f3db2e963df320e5d53fcf43ed3188,Tested,time-series-BTC-04-hs-0000002034,parameters-0000002034,1,2022-04-20T19:11:35.264Z,3,1650456000000,1650470399999,41261.73,3,41215.043,40267.363,41005.18,636.095,1.54,445,7.42,0.12,Luis-Fernando-Molina / Laptop-Lenovo-01,1650482343228,00:00:27 HH:MM:SS ago,,
