id,mainAsset,mainTimeFrame,parameters,ASSETS,ASSETS 1,TIMEFRAMES,TIMEFRAMES 1,INDICATORS_PROPERTIES,LAG_TIMESTEPS,ASSETS,LABELS,PERCENTAGE_OF_DATASET_FOR_TRAINING,FEATURES,EPOCHS,LSTM_NEURONS,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MAX,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MIN,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_CLOSE,HOUR_OF_DAY,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_YEAR,MONTH_OF_YEAR,YEAR,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_OPEN,CANDLES_CANDLES-VOLUMES_VOLUMES_VOLUME_BUY,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE5RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT5RATE,BOLLINGER_BOLLINGER-BANDS_BOLLINGER-BANDS_BOLLINGERBAND_MOVINGAVERAGE,BOLLINGER_BOLLINGER-BANDS_BOLLINGER-BANDS_BOLLINGERBAND_DEVIATION,BOLLINGER_BOLLINGER-BANDS_PERCENTAGE-BANDWIDTH_PERCENTAGEBANDWIDTH_MOVINGAVERAGE,BOLLINGER_BOLLINGER-BANDS_PERCENTAGE-BANDWIDTH_PERCENTAGEBANDWIDTH_BANDWIDTH,parametersHash,status,assignedTo,assignedTimestamp,timeSeriesFileName,parametersFileName,filesTimestaps,parameters,forcastedCandle,begin,end,open,predictions,predictions 1,predictions 2,predictions 3,errorRMSE,percentageErrorRMSE,enlapsedSeconds,enlapsedMinutes,enlapsedHours,testedByInstance,testedByProfile
1412,BTC,24-hs,35,1,BTC,1,24-hs,7,15,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,6de5dc2cc21a8b19f37427439f679872,Tested,p-pl / note1,1651341808250,time-series-BTC-24-hs-0000001412,parameters-0000001412,1,2022-04-30T18:03:28.250Z,3,1651190400000,1651276799999,38596.11,3,38771.727,37850.57,37974.87,1779.952,4.59,21,0.34,0.01,p-pl / note1,p-pl
5597,BTC,01-hs,35,1,BTC,1,01-hs,13,15,1,3,80,13,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,655f3b2722869160560c5f0cf88b3fbc,Tested,p-pl / note3,1652199199442,time-series-BTC-01-hs-0000005597,parameters-0000005597,1,2022-05-10T16:13:19.443Z,3,1652194800000,1652198399999,31320,3,37832.582,33583.65,35947.516,1737.343,4.59,1032,17.21,0.29,p-pl / note3,p-pl
6506,BTC,01-hs,35,1,BTC,1,01-hs,9,15,1,3,80,9,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,06bb413dff8b124dc627c4f378f20bc9,Tested,DJ05GaZ / PowerEdge-R720-1,1652247041345,time-series-BTC-01-hs-0000006506,parameters-0000006506,1,2022-05-11T05:30:41.346Z,3,1652241600000,1652245199999,31218.02,3,54074.703,53934.086,53717.84,2484.282,4.59,1870,31.17,0.52,DJ05GaZ / PowerEdge-R720-1,DJ05GaZ
7396,BTC,01-hs,35,1,BTC,1,01-hs,10,15,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,519f223bed28685bf89cb78b2032198a,Tested,theblockchainarborist / Ryzen9.3,1652347041608,time-series-BTC-01-hs-0000007396,parameters-0000007396,1,2022-05-12T09:17:21.609Z,3,1652342400000,1652345999999,28112.8,3,25859.371,24570.328,24890.428,1186.559,4.59,2391,39.85,0.66,theblockchainarborist / Ryzen9.3,theblockchainarborist
1160,BTC,12-hs,35,1,BTC,1,12-hs,6,10,1,3,80,6,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,ca9f88067b39021765ce39fb0ac10d9d,Tested,p-pl / note2,1651337731277,time-series-BTC-12-hs-0000001160,parameters-0000001160,1,2022-04-30T16:55:31.277Z,3,1651276800000,1651319999999,38580.01,3,40748.664,41075.547,42081.45,1876.421,4.6,47,0.78,0.01,p-pl / note2,p-pl
5359,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,137e91a5b16059090458e3f53aa7c4a8,Tested,DJ05GaZ / PowerEdge-R720-9,1652155030732,time-series-BTC-01-hs-0000005359,parameters-0000005359,1,2022-05-10T03:57:10.733Z,3,1652148000000,1652151599999,31041.99,3,23541.438,25124.373,24426.566,1081.926,4.6,8484,141.39,2.36,DJ05GaZ / PowerEdge-R720-9,DJ05GaZ
1232,BTC,12-hs,35,1,BTC,1,12-hs,5,15,1,3,80,5,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,4a78c05b5c0dfa1c68468037ba683418,Tested,p-pl / note1,1651339062328,time-series-BTC-12-hs-0000001232,parameters-0000001232,1,2022-04-30T17:17:42.329Z,3,1651276800000,1651319999999,38580.01,3,41376.04,39860.305,40337.62,1907.169,4.61,27,0.45,0.01,p-pl / note1,p-pl
1498,BTC,24-hs,35,1,BTC,1,24-hs,7,20,1,3,80,7,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,eb931bcd17d3a2aac963f9c0fc232566,Tested,DJ05GaZ / PowerEdge-R720-8,1651342600884,time-series-BTC-24-hs-0000001498,parameters-0000001498,1,2022-04-30T18:16:40.885Z,3,1651190400000,1651276799999,38596.11,3,38793.25,36437.09,38567.453,1790.154,4.61,110,1.83,0.03,DJ05GaZ / PowerEdge-R720-8,DJ05GaZ
7134,BTC,01-hs,35,1,BTC,1,01-hs,10,15,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,78b350251432087abf425cbaf5b9c5aa,Tested,theblockchainarborist / M93P-4,1652310393245,time-series-BTC-01-hs-0000007134,parameters-0000007134,1,2022-05-11T23:06:33.246Z,3,1652306400000,1652309999999,28863.11,3,53148.816,40919.58,48042.445,2449.992,4.61,4394,73.23,1.22,theblockchainarborist / M93P-4,theblockchainarborist
7424,BTC,01-hs,35,1,BTC,1,01-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,a5fa84dfed2c8e949f67c6ae801f82ea,Tested,prepheadrus / cloud2,1652349723159,time-series-BTC-01-hs-0000007424,parameters-0000007424,1,2022-05-12T10:02:03.160Z,3,1652346000000,1652349599999,28061.73,3,39493.027,35553.09,41123.527,1820.466,4.61,2491,41.52,0.69,prepheadrus / cloud2,prepheadrus
905,BTC,06-hs,35,1,BTC,1,06-hs,8,20,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,593605a3cfab93ad195e8de6288de143,Tested,NicN11 / test-laptop-deb-legi-01,1651330839813,time-series-BTC-06-hs-0000000905,parameters-0000000905,1,2022-04-30T15:00:39.813Z,3,1651298400000,1651319999999,38580.01,3,40512.652,40570.996,39412.38,1873.513,4.62,113,1.89,0.03,NicN11 / test-laptop-deb-legi-01,NicN11
1360,BTC,24-hs,35,1,BTC,1,24-hs,5,10,1,3,80,5,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,d6900d2b3050539b639b5ecae3f6ab81,Tested,p-pl / note2,1651341211245,time-series-BTC-24-hs-0000001360,parameters-0000001360,1,2022-04-30T17:53:31.245Z,3,1651190400000,1651276799999,38596.11,3,40059.973,38014.31,38970.406,1852.448,4.62,22,0.37,0.01,p-pl / note2,p-pl
1420,BTC,24-hs,35,1,BTC,1,24-hs,6,15,1,3,80,6,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,8ec9b4d2be8dec99be2a13f4736fd646,Tested,p-pl / note3,1651341870923,time-series-BTC-24-hs-0000001420,parameters-0000001420,1,2022-04-30T18:04:30.923Z,3,1651190400000,1651276799999,38596.11,3,40219.05,38144.754,38583.53,1858.664,4.62,21,0.36,0.01,p-pl / note3,p-pl
4704,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,f91e32fafc0c86e9f48440d7c9da5bc6,Tested,DJ05GaZ / PowerEdge-R720-6,1652102926954,time-series-BTC-01-hs-0000004704,parameters-0000004704,1,2022-05-08T12:15:14.413Z,3,1652097600000,1652101199999,32858.81,3,38519.26,37272.355,43341.375,1778.538,4.62,8383,139.72,2.33,DJ05GaZ / PowerEdge-R720-6,DJ05GaZ
4858,BTC,01-hs,35,1,BTC,1,01-hs,11,10,1,3,80,11,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,009e628bd98e62a2b9cec9141b02f6e6,Tested,tigers40 / tigers40,1652047284670,time-series-BTC-01-hs-0000004858,parameters-0000004858,1,2022-05-08T22:01:24.671Z,3,1652043600000,1652047199999,34460.7,3,57312.375,29873.742,43372.86,2647.528,4.62,4896,81.6,1.36,tigers40 / tigers40,tigers40
7560,BTC,01-hs,35,1,BTC,1,01-hs,8,15,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,de97a9fc46ad85f1097d3a6c69eb4dcf,Tested,prepheadrus / prepheadrus,1652365074340,time-series-BTC-01-hs-0000007560,parameters-0000007560,1,2022-05-12T14:17:54.341Z,3,1652360400000,1652363999999,28208.31,3,25089.2,17908.395,21916.39,1158.723,4.62,2625,43.76,0.73,prepheadrus / prepheadrus,prepheadrus
1100,BTC,08-hs,35,1,BTC,1,08-hs,6,20,1,3,80,6,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,67beaddc4e2b7c44c9f8c15b6217795f,Tested,p-pl / note3,1651336023633,time-series-BTC-08-hs-0000001100,parameters-0000001100,1,2022-04-30T16:27:03.634Z,3,1651305600000,1651334399999,38466.56,3,40144.176,39893.812,40261.23,1859.731,4.63,70,1.16,0.02,p-pl / note3,p-pl
5367,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,e77ef8b4e1a87b6e4c372c41e9a42605,Tested,DJ05GaZ / PowerEdge-R720-5,1652156759715,time-series-BTC-01-hs-0000005367,parameters-0000005367,1,2022-05-10T04:25:59.716Z,3,1652151600000,1652155199999,30642.55,3,39955.797,27265.64,33949.465,1849.829,4.63,8441,140.68,2.34,DJ05GaZ / PowerEdge-R720-5,DJ05GaZ
7617,BTC,01-hs,35,1,BTC,1,01-hs,14,15,1,3,80,14,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,ON,7b196191c99fdf158146b9c29b30d597,Tested,prepheadrus / cloud4,1652372130712,time-series-BTC-01-hs-0000007617,parameters-0000007617,1,2022-05-12T16:15:30.713Z,3,1652367600000,1652371199999,29021.27,3,24557.672,30024.02,27357.041,1136.556,4.63,5063,84.38,1.41,prepheadrus / cloud4,prepheadrus
429,BTC,03-hs,35,1,BTC,1,03-hs,7,10,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,52d1b6e22533ac4f320676ec669c6d93,Tested,NicN11 / test-laptop-deb-legi-01,1651307030070,time-series-BTC-03-hs-0000000429,parameters-0000000429,1,2022-04-30T08:23:50.071Z,3,1651287600000,1651298399999,38703.01,3,40757.652,39857.234,40351.188,1889.369,4.64,729,12.15,0.2,NicN11 / test-laptop-deb-legi-01,NicN11
1415,BTC,24-hs,35,1,BTC,1,24-hs,7,15,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,ON,d1bb306eb753e33662ea4cb99b801284,Tested,p-pl / note3,1651341841665,time-series-BTC-24-hs-0000001415,parameters-0000001415,1,2022-04-30T18:04:01.666Z,3,1651190400000,1651276799999,38596.11,3,41734.703,40866.043,40893.906,1934.8,4.64,18,0.29,0,p-pl / note3,p-pl
1421,BTC,24-hs,35,1,BTC,1,24-hs,7,15,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,b8d0289d0f597a748367ed829df74a56,Tested,p-pl / note2,1651341883135,time-series-BTC-24-hs-0000001421,parameters-0000001421,1,2022-04-30T18:04:43.136Z,3,1651190400000,1651276799999,38596.11,3,39830.97,37841.137,39261.445,1847.093,4.64,20,0.33,0.01,p-pl / note2,p-pl
1463,BTC,24-hs,35,1,BTC,1,24-hs,7,15,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,ON,096a30e51a9ab4a705afa3472b1be369,Tested,DJ05GaZ / PowerEdge-R720-9,1651342210490,time-series-BTC-24-hs-0000001463,parameters-0000001463,1,2022-04-30T18:10:10.491Z,3,1651190400000,1651276799999,38596.11,3,39710.797,39099.16,40449.082,1843.104,4.64,353,5.89,0.1,DJ05GaZ / PowerEdge-R720-9,DJ05GaZ
7544,BTC,01-hs,35,1,BTC,1,01-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,ca1fd74c729386fa59bad6c61b1476a2,Tested,tigers40 / tigers40,1652363107861,time-series-BTC-01-hs-0000007544,parameters-0000007544,1,2022-05-12T13:45:07.862Z,3,1652356800000,1652360399999,28506.3,3,27073.06,25657.469,26325.768,1255.788,4.64,1852,30.87,0.51,tigers40 / tigers40,tigers40
493,BTC,03-hs,35,1,BTC,1,03-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,b5bafa973c08595b7079330161c94fc3,Tested,DJ05GaZ / PowerEdge-R720-2,1651310248045,time-series-BTC-03-hs-0000000493,parameters-0000000493,1,2022-04-30T09:17:28.046Z,3,1651298400000,1651309199999,38577.06,3,40810.383,40100.277,40343.51,1899.295,4.65,1272,21.19,0.35,DJ05GaZ / PowerEdge-R720-2,DJ05GaZ
543,BTC,03-hs,35,1,BTC,1,03-hs,6,20,1,3,80,6,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,4ab75f07791f9b5fd3d12799bab8fa32,Tested,p-pl / note3,1651314303731,time-series-BTC-03-hs-0000000543,parameters-0000000543,1,2022-04-30T10:25:03.731Z,3,1651298400000,1651309199999,38577.06,3,41142.63,40558.96,41000.42,1912.515,4.65,389,6.49,0.11,p-pl / note3,p-pl
630,BTC,04-hs,35,1,BTC,1,04-hs,7,10,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,ON,OFF,824f6466bcba20bf85ec84e180d1d40b,Tested,p-pl / note2,1651319899917,time-series-BTC-04-hs-0000000630,parameters-0000000630,1,2022-04-30T11:58:19.918Z,3,1651291200000,1651305599999,38650.34,3,34519.492,33968.92,34004.703,1606.853,4.65,701,11.69,0.19,p-pl / note2,p-pl
869,BTC,06-hs,35,1,BTC,1,06-hs,8,15,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,ON,ON,fb20925c9f602b863feada2340d8d459,Tested,DJ05GaZ / PowerEdge-R720-5,1651329484092,time-series-BTC-06-hs-0000000869,parameters-0000000869,1,2022-04-30T14:38:04.092Z,3,1651298400000,1651319999999,38580.01,3,31490.33,30974.064,31706.951,1465.701,4.65,654,10.91,0.18,DJ05GaZ / PowerEdge-R720-5,DJ05GaZ
1282,BTC,12-hs,35,1,BTC,1,12-hs,8,20,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,a3a0a2b087dcb4077cbb44c5956af5d9,Tested,p-pl / note1,1651339767774,time-series-BTC-12-hs-0000001282,parameters-0000001282,1,2022-04-30T17:29:27.774Z,3,1651276800000,1651319999999,38580.01,3,36058.26,32738.035,35471.598,1678.487,4.65,49,0.82,0.01,p-pl / note1,p-pl
1484,BTC,24-hs,35,1,BTC,1,24-hs,6,20,1,3,80,6,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,8b1197b6a3f9890e886e8482f7dc35a5,Tested,p-pl / note3,1651342539987,time-series-BTC-24-hs-0000001484,parameters-0000001484,1,2022-04-30T18:15:39.987Z,3,1651190400000,1651276799999,38596.11,3,39446.06,37613.92,39492.895,1834.81,4.65,25,0.41,0.01,p-pl / note3,p-pl
7643,BTC,01-hs,35,1,BTC,1,01-hs,12,15,1,3,80,12,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,fdc4d02573ab17d224b68827647e8a6e,Tested,prepheadrus / cloud1,1652380225524,time-series-BTC-01-hs-0000007643,parameters-0000007643,1,2022-05-12T18:30:25.524Z,3,1652374800000,1652378399999,28648.87,3,46310.99,28450.914,34477.926,2154.959,4.65,5595,93.24,1.55,prepheadrus / cloud1,prepheadrus
7709,BTC,01-hs,35,1,BTC,1,01-hs,11,15,1,3,80,11,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,ed7a57d09a406b3ce0fd38e7d2a20755,Tested,theblockchainarborist / M93P-4,1652396816541,time-series-BTC-01-hs-0000007709,parameters-0000007709,1,2022-05-12T23:06:56.542Z,3,1652392800000,1652396399999,28821.52,3,36666.277,36232.23,36376.574,1705.495,4.65,8941,149.01,2.48,theblockchainarborist / M93P-4,theblockchainarborist
536,BTC,03-hs,35,1,BTC,1,03-hs,6,20,1,3,80,6,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,7197c103e68d89dd05e1799a5a8881e3,Tested,theblockchainarborist / theblockchainarborist,1651314009730,time-series-BTC-03-hs-0000000536,parameters-0000000536,1,2022-04-30T10:20:09.731Z,3,1651298400000,1651309199999,38577.06,3,40348.75,39932.7,39776.344,1879.274,4.66,372,6.19,0.1,theblockchainarborist / theblockchainarborist,theblockchainarborist
1524,BTC,24-hs,35,1,BTC,1,24-hs,7,20,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,58ab9f8618b80b7331dfc6ef222bc6f3,Tested,DJ05GaZ / PowerEdge-R720-6,1651342882488,time-series-BTC-24-hs-0000001524,parameters-0000001524,1,2022-04-30T18:21:22.489Z,3,1651190400000,1651276799999,38596.11,3,37598.242,36453.82,37786.777,1752.534,4.66,430,7.16,0.12,DJ05GaZ / PowerEdge-R720-6,DJ05GaZ
8130,BTC,01-hs,35,1,BTC,1,01-hs,12,15,1,3,80,12,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,6037657c203c13022db36508a233a1f0,Tested,DJ05GaZ / PowerEdge-R720-3,1652530197323,time-series-BTC-01-hs-0000008130,parameters-0000008130,1,2022-05-14T12:09:57.326Z,3,1652526000000,1652529599999,29074.24,3,29360.92,27640.08,28786.576,1367.229,4.66,6727,112.12,1.87,DJ05,
298,BTC,02-hs,35,1,BTC,1,02-hs,7,15,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,477236bdb32183b86705a9d277240eb6,Tested,DJ05GaZ / PowerEdge-R720-9,1651293204860,time-series-BTC-02-hs-0000000298,parameters-0000000298,1,2022-04-30T04:33:24.860Z,3,1651284000000,1651291199999,38656.37,3,40756.234,40051.117,40588.855,1905.004,4.67,1912,31.87,0.53,DJ05GaZ / PowerEdge-R720-9,DJ05GaZ
1418,BTC,24-hs,35,1,BTC,1,24-hs,7,15,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,13e1a35682b0d436200b6e5f1974528a,Tested,DJ05GaZ / PowerEdge-R720-5,1651341865920,time-series-BTC-24-hs-0000001418,parameters-0000001418,1,2022-04-30T18:04:25.920Z,3,1651190400000,1651276799999,38596.11,3,38584.152,37788.773,38204.906,1802.873,4.67,46,0.76,0.01,DJ05GaZ / PowerEdge-R720-5,DJ05GaZ
6230,BTC,01-hs,35,1,BTC,1,01-hs,11,15,1,3,80,11,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ON,OFF,ON,OFF,31b96b4af77eb93f72fb2a3c6152f568,Tested,DJ05GaZ / PowerEdge-R720-3,1652231294142,time-series-BTC-01-hs-0000006230,parameters-0000006230,1,2022-05-11T01:08:14.143Z,3,1652223600000,1652227199999,31017.1,3,26223.117,22825.719,22630.81,1224.195,4.67,1913,31.88,0.53,DJ05GaZ / PowerEdge-R720-3,DJ05GaZ
740,BTC,04-hs,35,1,BTC,1,04-hs,7,20,1,3,80,7,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,53543f9e06a0c35945604216c508f507,Tested,DJ05GaZ / PowerEdge-R720-5,1651324744169,time-series-BTC-04-hs-0000000740,parameters-0000000740,1,2022-04-30T13:19:04.170Z,3,1651305600000,1651319999999,38580.01,3,40890.074,40665.316,40606.023,1914.633,4.68,1228,20.47,0.34,DJ05GaZ / PowerEdge-R720-5,DJ05GaZ
1426,BTC,24-hs,35,1,BTC,1,24-hs,8,15,1,3,80,8,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,1a8c6be215d82d6245686ed5c45066af,Tested,p-pl / note2,1651341915529,time-series-BTC-24-hs-0000001426,parameters-0000001426,1,2022-04-30T18:05:15.530Z,3,1651190400000,1651276799999,38596.11,3,37634.312,36841.816,39328.93,1759.861,4.68,39,0.65,0.01,p-pl / note2,p-pl
1483,BTC,24-hs,35,1,BTC,1,24-hs,7,20,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,ON,82310581ebe8becb2f8c93c69c234b17,Tested,DJ05GaZ / PowerEdge-R720-8,1651342538103,time-series-BTC-24-hs-0000001483,parameters-0000001483,1,2022-04-30T18:15:38.103Z,3,1651190400000,1651276799999,38596.11,3,40302.957,38611.78,39737.312,1884.55,4.68,50,0.84,0.01,DJ05GaZ / PowerEdge-R720-8,DJ05GaZ
