id,mainAsset,mainTimeFrame,parameters,ASSETS,ASSETS 1,TIMEFRAMES,TIMEFRAMES 1,INDICATORS_PROPERTIES,LAG_TIMESTEPS,ASSETS,LABELS,PERCENTAGE_OF_DATASET_FOR_TRAINING,FEATURES,EPOCHS,LSTM_NEURONS,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MAX,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MIN,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_CLOSE,HOUR_OF_DAY,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_YEAR,MONTH_OF_YEAR,YEAR,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_OPEN,CANDLES_CANDLES-VOLUMES_VOLUMES_VOLUME_BUY,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE5RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT5RATE,BOLLINGER_BOLLINGER-BANDS_BOLLINGER-BANDS_BOLLINGERBAND_MOVINGAVERAGE,BOLLINGER_BOLLINGER-BANDS_BOLLINGER-BANDS_BOLLINGERBAND_DEVIATION,BOLLINGER_BOLLINGER-BANDS_PERCENTAGE-BANDWIDTH_PERCENTAGEBANDWIDTH_MOVINGAVERAGE,BOLLINGER_BOLLINGER-BANDS_PERCENTAGE-BANDWIDTH_PERCENTAGEBANDWIDTH_BANDWIDTH,parametersHash,status,assignedTo,assignedTimestamp,timeSeriesFileName,parametersFileName,filesTimestaps,parameters,forcastedCandle,begin,end,open,predictions,predictions 1,predictions 2,predictions 3,errorRMSE,percentageErrorRMSE,enlapsedSeconds,enlapsedMinutes,enlapsedHours,testedByInstance,testedByProfile
3299,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,3e1c6f3d5528b80e64392469a7055e3e,Tested,DJ05GaZ / PowerEdge-R720-4,1651665327905,time-series-BTC-01-hs-0000003299,parameters-0000003299,1,2022-05-04T11:55:27.905Z,3,1651658400000,1651661999999,38995.84,3,39899.785,39519.152,39747.473,403.081,1.01,2770,46.16,0.77,DJ05GaZ / PowerEdge-R720-4,DJ05GaZ
3346,BTC,01-hs,35,1,BTC,1,01-hs,11,10,1,3,80,11,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,ad0aa0af437402f420aeb288643f0392,Tested,Smidy13 / Raspberry-Pi-4GB,1651671118384,time-series-BTC-01-hs-0000003346,parameters-0000003346,1,2022-05-04T13:31:58.385Z,3,1651665600000,1651669199999,38964.28,3,38983.6,38635.797,38586.45,394.953,1.01,7546,125.77,2.1,Smidy13 / Raspberry-Pi-4GB,Smidy13
3369,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,82b52d1f43a4e24f0c5db6891f6f072f,Tested,p-pl / note1,1651674372551,time-series-BTC-01-hs-0000003369,parameters-0000003369,1,2022-05-04T14:26:12.551Z,3,1651665600000,1651669199999,38964.28,3,39250.215,38759.855,38969.81,397.561,1.01,1424,23.73,0.4,p-pl / note1,p-pl
3431,BTC,01-hs,35,1,BTC,1,01-hs,8,10,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,ON,fed36a9e8c03c0c6a696a672230a1ba8,Tested,DJ05GaZ / PowerEdge-R720-1,1651684697551,time-series-BTC-01-hs-0000003431,parameters-0000003431,1,2022-05-04T17:18:17.552Z,3,1651680000000,1651683599999,39189.99,3,39632.37,38908.004,39300.996,400.276,1.01,2712,45.19,0.75,DJ05GaZ / PowerEdge-R720-1,DJ05GaZ
3479,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,01db1f133188101f7a81b79787b23359,Tested,DJ05GaZ / PowerEdge-R720-6,1651691983195,time-series-BTC-01-hs-0000003479,parameters-0000003479,1,2022-05-04T19:19:43.195Z,3,1651687200000,1651690799999,39617.08,3,40337.605,39542.008,39932.61,407.069,1.01,2258,37.64,0.63,DJ05GaZ / PowerEdge-R720-6,DJ05GaZ
3507,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,ON,OFF,ON,df42193c9042859b4aca983e7b45412f,Tested,p-pl / note2,1651696637700,time-series-BTC-01-hs-0000003507,parameters-0000003507,1,2022-05-04T20:37:17.700Z,3,1651687200000,1651690799999,39617.08,3,40136.707,39456.125,39873.992,406.186,1.01,1197,19.95,0.33,p-pl / note2,p-pl
3570,BTC,01-hs,35,1,BTC,1,01-hs,13,10,1,3,80,13,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,30c4b62cf16368c08ffeedcdfb413e13,Tested,theblockchainarborist / theblockchainarborist,1651708064076,time-series-BTC-01-hs-0000003570,parameters-0000003570,1,2022-05-04T23:47:44.077Z,3,1651698000000,1651701599999,39741.08,3,40185.61,39265.082,39626.938,407.793,1.01,2653,44.22,0.74,theblockchainarborist / theblockchainarborist,theblockchainarborist
3594,BTC,01-hs,35,1,BTC,1,01-hs,12,10,1,3,80,12,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,5e45cfacd1426d56caa2792acc93b711,Tested,DJ05GaZ / PowerEdge-R720-1,1651715566385,time-series-BTC-01-hs-0000003594,parameters-0000003594,1,2022-05-05T01:52:46.385Z,3,1651705200000,1651708799999,39690,3,39762.812,39103.906,39400.844,403.336,1.01,5376,89.6,1.49,DJ05GaZ / PowerEdge-R720-1,DJ05GaZ
3605,BTC,01-hs,35,1,BTC,1,01-hs,12,10,1,3,80,12,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,ON,ON,90447e0a92e8cc5ab4595ab5fdacda69,Tested,p-pl / note3,1651718258487,time-series-BTC-01-hs-0000003605,parameters-0000003605,1,2022-05-05T02:37:38.487Z,3,1651712400000,1651715999999,39629.7,3,39486.88,38718.52,38830.04,399.58,1.01,5796,96.61,1.61,p-pl / note3,p-pl
3770,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,8632342a28bcea1e899483b80e6237de,Tested,theblockchainarborist / Ryzen9.1,1651937092572,time-series-BTC-01-hs-0000003770,parameters-0000003770,1,2022-05-05T15:42:06.612Z,3,1651928400000,1651931999999,35900.74,3,39666.387,38848.293,40787.227,402.064,1.01,3175,52.91,0.88,theblockchainarborist / Ryzen9.1,theblockchainarborist
3817,BTC,01-hs,35,1,BTC,1,01-hs,13,10,1,3,80,13,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,ON,ON,ON,e7912ba0b1456949920be03647d98a0a,Tested,theblockchainarborist / Ryzen9.1,1651776085093,time-series-BTC-01-hs-0000003817,parameters-0000003817,1,2022-05-05T18:41:25.094Z,3,1651766400000,1651769999999,37036.55,3,37844.234,36909.824,37464.195,383.551,1.01,1733,28.89,0.48,theblockchainarborist / Ryzen9.1,theblockchainarborist
3851,BTC,01-hs,35,1,BTC,1,01-hs,11,10,1,3,80,11,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,d5cea603dc127f9ef76b18a18fdfcd6a,Tested,caoHenriques / caoH_1,1651785443010,time-series-BTC-01-hs-0000003851,parameters-0000003851,1,2022-05-05T21:17:23.011Z,3,1651780800000,1651784399999,36466.44,3,36248.613,33746.32,35160.387,367.525,1.01,5701,95.01,1.58,caoHenriques / caoH_1,caoHenriques
3892,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,914c9a8d4f083f50d79472bb578a7bba,Tested,p-pl / note2,1651803353023,time-series-BTC-01-hs-0000003892,parameters-0000003892,1,2022-05-06T02:15:53.023Z,3,1651798800000,1651802399999,36311.56,3,36553.19,36170.863,36401.08,370.542,1.01,2992,49.86,0.83,p-pl / note2,p-pl
3997,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,09494248cc5c3c32d4a16b5f62008d4e,Tested,theblockchainarborist / Ryzen9.6,1651839225627,time-series-BTC-01-hs-0000003997,parameters-0000003997,1,2022-05-06T12:13:45.627Z,3,1651831200000,1651834799999,35944.81,3,33788.15,33277.71,33381.773,341.995,1.01,3689,61.48,1.02,theblockchainarborist / Ryzen9.6,theblockchainarborist
4034,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,3cfe3ab491b480fbce2bc0bfa120a103,Tested,DJ05GaZ / PowerEdge-R720-7,1651863723085,time-series-BTC-01-hs-0000004034,parameters-0000004034,1,2022-05-06T19:02:03.086Z,3,1651856400000,1651859999999,35896.43,3,35019.57,34186.914,34509.062,352.96,1.01,5493,91.55,1.53,DJ05GaZ / PowerEdge-R720-7,DJ05GaZ
4119,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,ON,5d218b25e4faf6b28b716438d4da4664,Tested,theblockchainarborist / Ryzen9.2,1651884417679,time-series-BTC-01-hs-0000004119,parameters-0000004119,1,2022-05-07T00:46:57.680Z,3,1651874400000,1651877999999,35999.24,3,34737.336,32897.9,33720.727,349.568,1.01,2728,45.47,0.76,theblockchainarborist / Ryzen9.2,theblockchainarborist
4250,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,b1bff37128734a1de5234c2bb409a116,Tested,theblockchainarborist / M93P-2,1651909181499,time-series-BTC-01-hs-0000004250,parameters-0000004250,1,2022-05-07T07:39:41.500Z,3,1651903200000,1651906799999,35806.27,3,40716.6,34091.99,42666.484,411.522,1.01,6470,107.83,1.8,theblockchainarborist / M93P-2,theblockchainarborist
4268,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,101b64f75aab50ab5d02014ac8d962fd,Tested,theblockchainarborist / Ryzen9.2,1651912761780,time-series-BTC-01-hs-0000004268,parameters-0000004268,1,2022-05-07T08:39:21.781Z,3,1651903200000,1651906799999,35806.27,3,35661.387,34567.914,34972.445,360.535,1.01,3838,63.97,1.07,theblockchainarborist / Ryzen9.2,theblockchainarborist
4297,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,ON,0bf34fea7d2141834bf6284207face53,Tested,DJ05GaZ / Elite-Desk-2,1651916823759,time-series-BTC-01-hs-0000004297,parameters-0000004297,1,2022-05-07T09:47:03.759Z,3,1651910400000,1651913999999,36015.01,3,34722.207,34245.13,34270.465,352.412,1.01,3411,56.86,0.95,DJ05GaZ / Elite-Desk-2,DJ05GaZ
4740,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,227138c31a4bd0617c5aa98ab369fd8e,Tested,DJ05GaZ / PowerEdge-R720-6,1652020266910,time-series-BTC-01-hs-0000004740,parameters-0000004740,1,2022-05-08T14:31:06.910Z,3,1652014800000,1652018399999,34371.16,3,33168.1,32381.21,33013.836,335.582,1.01,6834,113.91,1.9,DJ05GaZ / PowerEdge-R720-6,DJ05GaZ
4999,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,ON,c10612a490d658cd5396462517b80e53,Tested,theblockchainarborist / M93P-2,1652076597366,time-series-BTC-01-hs-0000004999,parameters-0000004999,1,2022-05-09T06:09:57.367Z,3,1652068800000,1652072399999,33648.89,3,32887.48,31600.697,31961.24,331.157,1.01,9721,162.02,2.7,theblockchainarborist / M93P-2,theblockchainarborist
5069,BTC,01-hs,35,1,BTC,1,01-hs,8,10,1,3,80,8,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ef133d2a1a1f4928679e51df71355055,Tested,prepheadrus / cloud2,1652089799072,time-series-BTC-01-hs-0000005069,parameters-0000005069,1,2022-05-09T09:49:59.073Z,3,1652083200000,1652086799999,33671.42,3,33621.33,33056.34,33647.22,339.95,1.01,5268,87.8,1.46,prepheadrus / cloud2,prepheadrus
5275,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,ON,5b39528f0072bd9ca6d8dd282b167ccc,Tested,theblockchainarborist / Ryzen9.4,1652136013795,time-series-BTC-01-hs-0000005275,parameters-0000005275,1,2022-05-09T22:40:13.795Z,3,1652126400000,1652129999999,30954.25,3,31266.125,30063.637,31095.072,315.711,1.01,5044,84.06,1.4,theblockchainarborist / Ryzen9.4,theblockchainarborist
5278,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,2813a1b084b5a0adea05b36abb12d9d4,Tested,end-debug / PC home,1652136693651,time-series-BTC-01-hs-0000005278,parameters-0000005278,1,2022-05-09T22:51:33.652Z,3,1652126400000,1652129999999,30954.25,3,34283.582,31672.324,33651.35,346.417,1.01,9992,166.54,2.78,end-debug / PC home,end-debug
5568,BTC,01-hs,35,1,BTC,1,01-hs,6,10,1,3,80,6,1500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,a22ac340bb5e5df1d9f5119bc904fae4,Tested,p-pl / note3,1652194624502,time-series-BTC-01-hs-0000005568,parameters-0000005568,1,2022-05-10T14:57:04.503Z,3,1652187600000,1652191199999,31815.77,3,32659.955,30561.354,31421.613,331.206,1.01,4429,73.81,1.23,p-pl / note3,p-pl
7796,BTC,01-hs,35,1,BTC,1,01-hs,11,15,1,3,80,11,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,ON,OFF,OFF,296dd97d38c8ba5f8d63a6a1755cb920,Tested,DJ05GaZ / PowerEdge-R720-7,1652415204112,time-series-BTC-01-hs-0000007796,parameters-0000007796,1,2022-05-13T04:13:24.113Z,3,1652410800000,1652414399999,30582.54,3,30845.297,29743.758,30240.262,312.354,1.01,9857,164.28,2.74,DJ05GaZ / PowerEdge-R720-7,DJ05GaZ
56,BTC,01-hs,35,1,BTC,1,01-hs,6,10,1,3,80,6,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,d8340780773057ff6ef2203abcb39961,Tested,p-pl / note1,1651247969564,time-series-BTC-01-hs-0000000056,parameters-0000000056,1,2022-04-29T15:57:18.058Z,3,1651240800000,1651244399999,38958.44,3,35258.625,34902.055,34787.28,360.471,1.02,2717,45.29,0.75,p-pl / note1,p-pl
93,BTC,01-hs,35,1,BTC,1,01-hs,7,15,1,3,80,7,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,550a1fd4292f7316cac2b253ecb52d62,Tested,DJ05GaZ / PowerEdge-R720-4,1651253793736,time-series-BTC-01-hs-0000000093,parameters-0000000093,1,2022-04-29T17:35:57.374Z,3,1651248000000,1651251599999,38522.33,3,38917.75,38708.902,38882.082,398.262,1.02,1941,32.35,0.54,DJ05GaZ / PowerEdge-R720-4,DJ05GaZ
1578,BTC,01-hs,35,1,BTC,1,01-hs,12,10,1,3,80,12,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,acc961f420ae5f042462da0efa1d4590,Tested,NAmorim / TestLaptop,1651466940582,time-series-BTC-01-hs-0000001578,parameters-0000001578,1,2022-05-02T04:49:00.583Z,3,1651460400000,1651463999999,38674.1,3,38680.746,38521.89,38679.555,396.231,1.02,1062,17.71,0.3,NAmorim / TestLaptop,NAmorim
1716,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,dfb3e5e1cea4eb3c955a7cfea7872f9c,Tested,Smidy13 / Raspberry-Pi-8GB,1651487119303,time-series-BTC-01-hs-0000001716,parameters-0000001716,1,2022-05-02T10:24:37.795Z,3,1651482000000,1651485599999,38780.01,3,37894.95,37555.266,37703.35,385.49,1.02,3764,62.74,1.05,Smidy13 / Raspberry-Pi-8GB,Smidy13
1768,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,ON,OFF,OFF,OFF,90b1f7b0d27d4c69a4609181b08211f3,Tested,DJ05GaZ / PowerEdge-R720-5,1651492749815,time-series-BTC-01-hs-0000001768,parameters-0000001768,1,2022-05-02T11:59:09.815Z,3,1651485600000,1651489199999,38711.88,3,38025.355,38181.54,37880.066,386.72,1.02,1441,24.01,0.4,DJ05GaZ / PowerEdge-R720-5,DJ05GaZ
1944,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,057e155cd31eaad5bddf9e5be4f62e81,Tested,DJ05GaZ / PowerEdge-R720-8,1651506459209,time-series-BTC-01-hs-0000001944,parameters-0000001944,1,2022-05-02T15:47:39.209Z,3,1651500000000,1651503599999,38840,3,38833.074,38980.984,38684.742,394.537,1.02,1339,22.32,0.37,DJ05GaZ / PowerEdge-R720-8,DJ05GaZ
2004,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,56c4ea2245d3ff4a7a577e39fa7ee33e,Tested,caoHenriques / caoH_1,1651510078118,time-series-BTC-01-hs-0000002004,parameters-0000002004,1,2022-05-02T16:47:58.119Z,3,1651503600000,1651507199999,38696.05,3,38439.227,39188.426,38633.35,392.998,1.02,1463,24.38,0.41,caoHenriques / caoH_1,caoHenriques
2089,BTC,01-hs,35,1,BTC,1,01-hs,12,10,1,3,80,12,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,9c789d7e33ce643c9086fa18a22b045b,Tested,NAmorim / TestLaptop,1651602477932,time-series-BTC-01-hs-0000002089,parameters-0000002089,1,2022-05-02T18:27:40.157Z,3,1651597200000,1651600799999,38052.01,3,38604.12,38197.77,38513.523,395.426,1.02,1093,18.22,0.3,NAmorim / TestLaptop,NAmorim
2160,BTC,01-hs,35,1,BTC,1,01-hs,8,10,1,3,80,8,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,1a368c3c028597586dcd5dccdae497d1,Tested,DJ05GaZ / PowerEdge-R720-1,1651528443757,time-series-BTC-01-hs-0000002160,parameters-0000002160,1,2022-05-02T21:54:03.757Z,3,1651521600000,1651525199999,38316.36,3,38609.465,38433.652,38668.895,395.237,1.02,1381,23.02,0.38,DJ05GaZ / PowerEdge-R720-1,DJ05GaZ
2222,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,21981d5df0fe0d9322f63dfc855fb443,Tested,DJ05GaZ / PowerEdge-R720-4,1651533169587,time-series-BTC-01-hs-0000002222,parameters-0000002222,1,2022-05-02T23:12:49.588Z,3,1651528800000,1651532399999,38591.04,3,38987.105,38520.97,38745.51,399.588,1.02,1369,22.81,0.38,DJ05GaZ / PowerEdge-R720-4,DJ05GaZ
2223,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,ON,70867bd04766d02073dc9054b5e5b70b,Tested,p-pl / note2,1651533182261,time-series-BTC-01-hs-0000002223,parameters-0000002223,1,2022-05-02T23:13:02.262Z,3,1651528800000,1651532399999,38591.04,3,39147.52,38857.297,39138.996,399.371,1.02,1007,16.78,0.28,p-pl / note2,p-pl
2271,BTC,01-hs,35,1,BTC,1,01-hs,8,10,1,3,80,8,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,e4c11132532e058dcab648972026657c,Tested,theblockchainarborist / theblockchainarborist,1651538781783,time-series-BTC-01-hs-0000002271,parameters-0000002271,1,2022-05-03T00:46:21.783Z,3,1651532400000,1651535999999,38525.16,3,39173.02,38781.523,39021.4,398.83,1.02,946,15.76,0.26,theblockchainarborist / theblockchainarborist,theblockchainarborist
2312,BTC,01-hs,35,1,BTC,1,01-hs,10,10,1,3,80,10,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,bc74ddfbf5fe7bb56631c131cb3f4d4f,Tested,Smidy13 / Raspberry-Pi-8GB,1651541784204,time-series-BTC-01-hs-0000002312,parameters-0000002312,1,2022-05-03T01:36:24.204Z,3,1651536000000,1651539599999,38410.01,3,37703.766,38008.953,37795.812,385.856,1.02,3824,63.74,1.06,Smidy13 / Raspberry-Pi-8GB,Smidy13
2397,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,a40002e04d20bf38efb63b68af892313,Tested,DJ05GaZ / PowerEdge-R720-1,1651547565655,time-series-BTC-01-hs-0000002397,parameters-0000002397,1,2022-05-03T03:12:45.656Z,3,1651543200000,1651546799999,38404.99,3,38825.83,38383.164,38611.535,395.972,1.02,1378,22.97,0.38,DJ05GaZ / PowerEdge-R720-1,DJ05GaZ
2489,BTC,01-hs,35,1,BTC,1,01-hs,9,10,1,3,80,9,250,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,f2b9726a0107efe8e2697c26e35b1215,Tested,DJ05GaZ / PowerEdge-R720-1,1651553265932,time-series-BTC-01-hs-0000002489,parameters-0000002489,1,2022-05-03T04:47:45.933Z,3,1651546800000,1651550399999,38521.64,3,39110.76,38930.215,39135.926,400.227,1.02,1382,23.04,0.38,DJ05GaZ / PowerEdge-R720-1,DJ05GaZ
