id,mainAsset,mainTimeFrame,parameters,ASSETS,ASSETS 1,TIMEFRAMES,TIMEFRAMES 1,INDICATORS_PROPERTIES,LAG_TIMESTEPS,ASSETS,LABELS,PERCENTAGE_OF_DATASET_FOR_TRAINING,FEATURES,EPOCHS,LSTM_NEURONS,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MAX,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_MIN,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_CLOSE,HOUR_OF_DAY,DAY_OF_MONTH,DAY_OF_WEEK,WEEK_OF_YEAR,MONTH_OF_YEAR,YEAR,CANDLES_CANDLES-VOLUMES_CANDLES_CANDLE_OPEN,CANDLES_CANDLES-VOLUMES_VOLUMES_VOLUME_BUY,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_RESISTANCES_RESISTANCE_RESISTANCE5RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT1RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT2RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT3RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT4RATE,MASTERS_RESISTANCES-AND-SUPPORTS_SUPPORTS_SUPPORT_SUPPORT5RATE,parametersHash,status,timeSeriesFileName,parametersFileName,filesTimestaps,parameters,forcastedCandle,begin,end,open,predictions,predictions 1,predictions 2,predictions 3,errorRMSE,percentageErrorRMSE,enlapsedSeconds,enlapsedMinutes,enlapsedHours,assignedTimestamp,when,testedByProfile
3819,BTC,12-hs,31,1,BTC,1,12-hs,8,10,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,e7055b9b081071f3c2be5ea3352f0e2b,Tested,time-series-BTC-12-hs-0000003819,parameters-0000003819,1,2022-04-21T09:57:07.550Z,3,1.65046E+12,1.6505E+12,41358.19,3,43.247.953,41652.41,42.324.676,1.462.616,MŠr 38,403,Jun 71,0.11,1650535433000,00:00:00 HH:MM:SS ago,Smidy13
4162,BTC,24-hs,31,1,BTC,1,24-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,ec0ae93b39b28ac7b2bccd1e99a7bf4e,Tested,time-series-BTC-24-hs-0000004162,parameters-0000004162,1,2022-04-21T12:02:29.166Z,3,1.65041E+12,1.6505E+12,41358.19,3,42.587.754,40.559.656,42181.92,1.437.727,MŠr 38,41,0.68,0.01,1650542592408,00:00:30 HH:MM:SS ago,end-debug
4231,BTC,24-hs,31,1,BTC,1,24-hs,8,5,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,337dbff85891b2e1171a373c2477e6f5,Tested,time-series-BTC-24-hs-0000004231,parameters-0000004231,1,2022-04-21T12:22:11.228Z,3,1.65041E+12,1.6505E+12,41358.19,3,42.594.188,40833.84,41909.5,1.440.563,MŠr 38,42,0.7,0.01,1650543774554,00:02:31 HH:MM:SS ago,p-pl
4397,BTC,24-hs,31,1,BTC,1,24-hs,7,10,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,95c3facd162232073e6e7e06a60c7f53,Tested,time-series-BTC-24-hs-0000004397,parameters-0000004397,1,2022-04-21T13:05:10.355Z,3,1.65041E+12,1.6505E+12,41358.19,3,43.011.766,40760.38,42.135.535,1.454.923,MŠr 38,61,01. Feb,0.02,1650546373124,00:03:49 HH:MM:SS ago,p-pl
4419,BTC,24-hs,31,1,BTC,1,24-hs,8,10,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,7cb43feeed9d93385b26647d67a4b566,Tested,time-series-BTC-24-hs-0000004419,parameters-0000004419,1,2022-04-21T13:13:55.323Z,3,1.65041E+12,1.6505E+12,41358.19,3,42.314.082,40.801.277,41.988.605,1.430.256,MŠr 38,60,1,0.02,1650546897046,00:03:14 HH:MM:SS ago,p-pl
4554,BTC,24-hs,31,1,BTC,1,24-hs,9,15,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,91ff36fe44d70c808679f2996e02e8f9,Tested,time-series-BTC-24-hs-0000004554,parameters-0000004554,1,2022-04-21T13:39:30.683Z,3,1.65041E+12,1.6505E+12,41358.19,3,42.674.695,40.883.367,42003.99,1.442.256,MŠr 38,76,Jan 27,0.02,1650548448162,00:09:02 HH:MM:SS ago,p-pl
4589,BTC,24-hs,31,1,BTC,1,24-hs,8,15,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,407ea8cdc925171f61789a580a6c2064,Tested,time-series-BTC-24-hs-0000004589,parameters-0000004589,1,2022-04-21T13:52:49.100Z,3,1.65041E+12,1.6505E+12,41358.19,3,42.828.027,40781.12,42.213.684,1.449.588,MŠr 38,76,Jan 26,0.02,1650549245890,00:02:31 HH:MM:SS ago,p-pl
273,BTC,24-hs,31,1,BTC,1,24-hs,7,10,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,afe2c1e60c62e1a5a6b5130668d2a078,Tested,time-series-BTC-24-hs-0000000273,parameters-0000000273,1,2022-04-18T22:47:41.961Z,3,1.65015E+12,1.65024E+12,39678.12,3,40628.13,39.188.402,39995.96,1379.28,MŠr 39,144,02. Apr,0.04,1650322207563,00:01:03 HH:MM:SS ago,caoHenriques
1063,BTC,02-hs,31,1,BTC,1,02-hs,8,10,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,29560de00a5e94358f71826c353246fb,Tested,time-series-BTC-02-hs-0000001063,parameters-0000001063,1,2022-04-19T22:13:25.732Z,3,1.6504E+12,1.65041E+12,41313.07,3,42839.08,42.526.527,42602.14,1.453.498,MŠr 39,137,Feb 29,0.04,1650406545951,00:00:44 HH:MM:SS ago,NAmorim
1780,BTC,03-hs,31,1,BTC,1,03-hs,7,15,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,87aee82c27dcc0ea7b1fea842d96806a,Tested,time-series-BTC-03-hs-0000001780,parameters-0000001780,1,2022-04-20T16:41:09.623Z,3,1.65046E+12,1.65047E+12,41549.13,3,43541.16,42.724.207,43176.06,1.475.524,MŠr 39,58,0.96,0.02,1650472929569,00:02:04 HH:MM:SS ago,p-pl
2318,BTC,04-hs,31,1,BTC,1,04-hs,7,15,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,603e8177279c810929f26cea68785d73,Tested,time-series-BTC-04-hs-0000002318,parameters-0000002318,1,2022-04-20T21:14:26.510Z,3,1.65047E+12,1.65048E+12,41193.89,3,42406.76,42.346.133,42.875.637,1.435.519,MŠr 39,47,0.78,0.01,1650489314311,00:01:31 HH:MM:SS ago,p-pl
2504,BTC,06-hs,31,1,BTC,1,06-hs,7,5,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,8b4e7c2833d98be29a3da862777e65e2,Tested,time-series-BTC-06-hs-0000002504,parameters-0000002504,1,2022-04-20T23:57:44.966Z,3,1.65046E+12,1.65048E+12,41370.25,3,43001.59,41.664.836,42.639.605,1.458.088,MŠr 39,37,0.62,0.01,1650499184681,00:02:24 HH:MM:SS ago,Luis-Fernando-Molina
2639,BTC,06-hs,31,1,BTC,1,06-hs,9,10,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,c8b6ccc124c0d500bc1d45cb82e4c3e9,Tested,time-series-BTC-06-hs-0000002639,parameters-0000002639,1,2022-04-21T00:57:56.601Z,3,1.65048E+12,1.6505E+12,41358.19,3,43.068.098,41650.56,42.271.363,1.461.984,MŠr 39,24,0.39,0.01,1650502701782,00:00:57 HH:MM:SS ago,p-pl
2651,BTC,06-hs,31,1,BTC,1,06-hs,8,10,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,fd7333c2b75c5954c2ea26852f5ea56f,Tested,time-series-BTC-06-hs-0000002651,parameters-0000002651,1,2022-04-21T00:59:18.507Z,3,1.65048E+12,1.6505E+12,41358.19,3,42686.87,41.346.938,41565.32,1.445.741,MŠr 39,59,0.98,0.02,1650502819036,00:00:02 HH:MM:SS ago,caoHenriques
2686,BTC,06-hs,31,1,BTC,1,06-hs,7,10,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,9a8bc20563f4c81ff0891c5a3347cd9b,Tested,time-series-BTC-06-hs-0000002686,parameters-0000002686,1,2022-04-21T01:02:42.665Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.739.523,41.813.188,41799.78,1447.27,MŠr 39,49,0.82,0.01,1650503013526,00:11:01 HH:MM:SS ago,caoHenriques
3221,BTC,08-hs,31,1,BTC,1,08-hs,7,10,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,95afd217c1af4d125acff59390852a3a,Tested,time-series-BTC-08-hs-0000003221,parameters-0000003221,1,2022-04-21T05:34:16.158Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.865.473,39.974.195,41340.67,1.419.661,MŠr 39,20,0.33,0.01,1650519276984,00:01:33 HH:MM:SS ago,p-pl
3946,BTC,12-hs,31,1,BTC,1,12-hs,7,15,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,cb49f01ce3b7f60275ac6d7ebc657ffc,Tested,time-series-BTC-12-hs-0000003946,parameters-0000003946,1,2022-04-21T10:39:48.853Z,3,1.65046E+12,1.6505E+12,41358.19,3,42.252.016,40.220.066,41.644.277,1.430.497,MŠr 39,18,0.31,0.01,1650537608421,00:01:41 HH:MM:SS ago,p-pl
4165,BTC,24-hs,31,1,BTC,1,24-hs,8,5,1,3,80,8,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,77e15c9a6aa94a78587c300a8469d4da,Tested,time-series-BTC-24-hs-0000004165,parameters-0000004165,1,2022-04-21T12:03:14.140Z,3,1.65041E+12,1.6505E+12,41358.19,3,42.160.383,40.263.184,41.629.613,1.431.039,MŠr 39,25,0.41,0.01,1650542620259,00:00:40 HH:MM:SS ago,p-pl
4199,BTC,24-hs,31,1,BTC,1,24-hs,9,5,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,b5d0c7161cfb278f67ed34fd711d22f4,Tested,time-series-BTC-24-hs-0000004199,parameters-0000004199,1,2022-04-21T12:11:06.527Z,3,1.65041E+12,1.6505E+12,41358.19,3,43.067.477,40.805.676,41.988.023,1.459.515,MŠr 39,44,0.73,0.01,1650543111051,00:03:05 HH:MM:SS ago,p-pl
4318,BTC,24-hs,31,1,BTC,1,24-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,46fc7e18bd1037280d3d92a0399e8c34,Tested,time-series-BTC-24-hs-0000004318,parameters-0000004318,1,2022-04-21T12:37:59.615Z,3,1.65041E+12,1.6505E+12,41358.19,3,42543.56,41128.07,42.219.664,1.442.767,MŠr 39,33,0.56,0.01,1650544714076,00:00:53 HH:MM:SS ago,p-pl
4392,BTC,24-hs,31,1,BTC,1,24-hs,7,10,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,8f94cafc4880dc1c09ae0d437dcf2dea,Tested,time-series-BTC-24-hs-0000004392,parameters-0000004392,1,2022-04-21T13:02:43.974Z,3,1.65041E+12,1.6505E+12,41358.19,3,42.657.535,40761.42,41.949.586,1.447.491,MŠr 39,62,01. MŠr,0.02,1650546227319,08:34:36 HH:MM:SS ago,p-pl
4407,BTC,24-hs,31,1,BTC,1,24-hs,9,10,1,3,80,9,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,72206feed459b78e74a4b0f32a73c60c,Tested,time-series-BTC-24-hs-0000004407,parameters-0000004407,1,2022-04-21T13:09:00.214Z,3,1.65041E+12,1.6505E+12,41358.19,3,42.664.395,40.872.555,42068.56,1.447.544,MŠr 39,156,02. Jun,0.04,1650546697568,00:05:44 HH:MM:SS ago,caoHenriques
4492,BTC,24-hs,31,1,BTC,1,24-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,e78f6a8c6b7fb9862fef96e358e5565c,Tested,time-series-BTC-24-hs-0000004492,parameters-0000004492,1,2022-04-21T13:23:59.049Z,3,1.65041E+12,1.6505E+12,41358.19,3,42.797.625,40.846.418,41656.57,1.449.801,MŠr 39,99,Jan 66,0.03,1650547540145,00:04:44 HH:MM:SS ago,caoHenriques
4596,BTC,24-hs,31,1,BTC,1,24-hs,8,15,1,3,80,8,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,69708cdf157a92e08dd1d8a478d21462,Tested,time-series-BTC-24-hs-0000004596,parameters-0000004596,1,2022-04-21T13:55:10.913Z,3,1.65041E+12,1.6505E+12,41358.19,3,42.976.727,40713.27,42.259.418,1.456.442,MŠr 39,172,Feb 86,0.05,1650549485247,00:02:09 HH:MM:SS ago,end-debug
2661,BTC,06-hs,31,1,BTC,1,06-hs,9,10,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,abbe90b818531954557814940bbed53f,Tested,time-series-BTC-06-hs-0000002661,parameters-0000002661,1,2022-04-21T01:00:30.384Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.487.434,41353.87,42.091.367,1.445.902,03. Apr,52,0.87,0.01,1650502884379,00:01:31 HH:MM:SS ago,caoHenriques
2830,BTC,06-hs,31,1,BTC,1,06-hs,8,15,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,2979394c56148146989a07e2c79d9b47,Tested,time-series-BTC-06-hs-0000002830,parameters-0000002830,1,2022-04-21T02:21:07.554Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.560.117,41.639.438,42112.39,1.445.223,03. Apr,30,0.5,0.01,1650507698858,00:01:16 HH:MM:SS ago,p-pl
3349,BTC,08-hs,31,1,BTC,1,08-hs,11,15,1,3,80,11,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,ON,ON,ON,OFF,OFF,146c33d9bc8752bf85e14531085e0328,Tested,time-series-BTC-08-hs-0000003349,parameters-0000003349,1,2022-04-21T06:54:07.535Z,3,1.65047E+12,1.6505E+12,41358.19,3,42922.2,41.616.562,42563.78,1.460.816,03. Apr,26,0.43,0.01,1650524074858,00:01:36 HH:MM:SS ago,p-pl
3557,BTC,12-hs,31,1,BTC,1,12-hs,7,5,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,cb5fff076de10e7cc4c1ee15995c53b2,Tested,time-series-BTC-12-hs-0000003557,parameters-0000003557,1,2022-04-21T08:52:45.327Z,3,1.65046E+12,1.6505E+12,41358.19,3,42.332.312,40.738.977,41.520.875,1.438.256,03. Apr,33,0.55,0.01,1650531199580,00:00:19 HH:MM:SS ago,Luis-Fernando-Molina
3576,BTC,12-hs,31,1,BTC,1,12-hs,8,5,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,a6997c28392e834680d6677f572034a0,Tested,time-series-BTC-12-hs-0000003576,parameters-0000003576,1,2022-04-21T08:54:37.788Z,3,1.65046E+12,1.6505E+12,41358.19,3,42055.27,40.968.965,41.438.598,1.429.863,03. Apr,11,0.18,0,1650531290013,00:00:43 HH:MM:SS ago,p-pl
3899,BTC,12-hs,31,1,BTC,1,12-hs,9,15,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,ON,OFF,OFF,6641d6fcd2fd90aa1a8de6bd90eb61d8,Tested,time-series-BTC-12-hs-0000003899,parameters-0000003899,1,2022-04-21T10:32:54.736Z,3,1.65046E+12,1.6505E+12,41358.19,3,42624.68,41.053.543,40825.14,1.447.965,03. Apr,15,0.26,0,1650537190926,00:00:41 HH:MM:SS ago,p-pl
3983,BTC,12-hs,31,1,BTC,1,12-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,26f283453fb340a908a175820b726085,Tested,time-series-BTC-12-hs-0000003983,parameters-0000003983,1,2022-04-21T10:56:20.507Z,3,1.65046E+12,1.6505E+12,41358.19,3,41.282.246,39838.55,40.677.957,1.405.134,03. Apr,127,02. Dez,0.04,1650538709929,00:00:23 HH:MM:SS ago,end-debug
4138,BTC,24-hs,31,1,BTC,1,24-hs,9,5,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,7aa93d54caec315a013534695a239bbd,Tested,time-series-BTC-24-hs-0000004138,parameters-0000004138,1,2022-04-21T11:58:39.349Z,3,1.65041E+12,1.6505E+12,41358.19,3,42.500.906,40738.16,41838.85,1.443.046,03. Apr,46,0.77,0.01,1650542367371,00:01:26 HH:MM:SS ago,caoHenriques
4523,BTC,24-hs,31,1,BTC,1,24-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,c431387ae391c21b797f93a13e62ac4e,Tested,time-series-BTC-24-hs-0000004523,parameters-0000004523,1,2022-04-21T13:31:33.546Z,3,1.65041E+12,1.6505E+12,41358.19,3,43.257.387,41.061.746,42523.46,1.469.668,03. Apr,101,Jan 69,0.03,1650547996629,00:02:10 HH:MM:SS ago,caoHenriques
4602,BTC,24-hs,31,1,BTC,1,24-hs,6,15,1,3,80,6,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,8713ba6a7f9f71c27ad3fa6dc307708c,Tested,time-series-BTC-24-hs-0000004602,parameters-0000004602,1,2022-04-21T13:57:14.661Z,3,1.65041E+12,1.6505E+12,41358.19,3,42610.96,41.329.383,42.233.582,1.449.462,03. Apr,77,Jan 28,0.02,1650549512804,00:02:35 HH:MM:SS ago,p-pl
264,BTC,24-hs,31,1,BTC,1,24-hs,5,5,1,3,80,5,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,c67f56ed8f36576a2415a6a824053bb4,Tested,time-series-BTC-24-hs-0000000264,parameters-0000000264,1,2022-04-18T22:46:09.320Z,3,1.65015E+12,1.65024E+12,39678.12,3,40.821.152,39308.07,40.326.523,1.392.264,MŠr 41,92,Jan 54,0.03,1650322064862,00:00:00 HH:MM:SS ago,caoHenriques
2814,BTC,06-hs,31,1,BTC,1,06-hs,9,15,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,ON,OFF,OFF,OFF,78181ed43ab882d99f15ddcd7de6fff0,Tested,time-series-BTC-06-hs-0000002814,parameters-0000002814,1,2022-04-21T02:18:16.761Z,3,1.65048E+12,1.6505E+12,41358.19,3,42.870.453,41021.22,41723.43,1.463.923,MŠr 41,32,0.53,0.01,1650507530442,00:00:51 HH:MM:SS ago,p-pl
2859,BTC,06-hs,31,1,BTC,1,06-hs,8,15,1,3,80,8,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,OFF,ON,ON,OFF,OFF,b46ebbddb980d89486aabc889a9627d8,Tested,time-series-BTC-06-hs-0000002859,parameters-0000002859,1,2022-04-21T02:26:08.917Z,3,1.65048E+12,1.6505E+12,41358.19,3,42613.94,41.389.586,42.245.676,1.453.267,MŠr 41,62,01. MŠr,0.02,1650508032431,00:00:23 HH:MM:SS ago,Luis-Fernando-Molina
3200,BTC,08-hs,31,1,BTC,1,08-hs,9,10,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,9a44718c1229a18ac567fd217109b3ef,Tested,time-series-BTC-08-hs-0000003200,parameters-0000003200,1,2022-04-21T05:31:19.972Z,3,1.65047E+12,1.6505E+12,41358.19,3,41.166.867,40.850.844,41.075.586,1.404.707,MŠr 41,17,0.28,0,1650519098170,00:02:14 HH:MM:SS ago,p-pl
3572,BTC,12-hs,31,1,BTC,1,12-hs,7,5,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,ab806c51e7b9c933d1a6b833e331c1be,Tested,time-series-BTC-12-hs-0000003572,parameters-0000003572,1,2022-04-21T08:54:16.520Z,3,1.65046E+12,1.6505E+12,41358.19,3,42224.88,40425.69,41.616.484,1441.1,MŠr 41,31,0.52,0.01,1650531288307,00:00:46 HH:MM:SS ago,Luis-Fernando-Molina
3740,BTC,12-hs,31,1,BTC,1,12-hs,9,10,1,3,80,9,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,ON,OFF,OFF,OFF,a6a439eea695ce4829d25d452da13ece,Tested,time-series-BTC-12-hs-0000003740,parameters-0000003740,1,2022-04-21T09:40:15.017Z,3,1.65046E+12,1.6505E+12,41358.19,3,42.442.402,41.083.777,41.422.273,1.446.039,MŠr 41,48,0.8,0.01,1650534064029,00:00:53 HH:MM:SS ago,Luis-Fernando-Molina
3912,BTC,12-hs,31,1,BTC,1,12-hs,7,15,1,3,80,7,100,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,7ba19a2407c93eb7953a0a1c4e3c2e92,Tested,time-series-BTC-12-hs-0000003912,parameters-0000003912,1,2022-04-21T10:34:47.129Z,3,1.65046E+12,1.6505E+12,41358.19,3,42321.13,40.354.996,41.720.117,1443.98,MŠr 41,16,0.27,0,1650537304418,00:00:51 HH:MM:SS ago,p-pl
3965,BTC,12-hs,31,1,BTC,1,12-hs,10,15,1,3,80,10,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,59d4ef7668a79f0ea2eaef42bbd376c2,Tested,time-series-BTC-12-hs-0000003965,parameters-0000003965,1,2022-04-21T10:46:51.677Z,3,1.65046E+12,1.6505E+12,41358.19,3,41228.58,39.649.492,40.555.906,1.404.042,MŠr 41,82,Jan 36,0.02,1650538094563,10:47:47 HH:MM:SS ago,p-pl
4315,BTC,24-hs,31,1,BTC,1,24-hs,9,10,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,c7f9bc759d50bec78b6fa066c3d6bce5,Tested,time-series-BTC-24-hs-0000004315,parameters-0000004315,1,2022-04-21T12:37:12.661Z,3,1.65041E+12,1.6505E+12,41358.19,3,42726.84,41.106.684,41.712.406,1.454.999,MŠr 41,35,0.58,0.01,1650544668147,00:02:57 HH:MM:SS ago,p-pl
4495,BTC,24-hs,31,1,BTC,1,24-hs,9,15,1,3,80,9,500,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,ON,ON,ON,OFF,OFF,OFF,OFF,ON,OFF,OFF,bb43cd6503549d9b6347fb08e3ae783e,Tested,time-series-BTC-24-hs-0000004495,parameters-0000004495,1,2022-04-21T13:24:49.311Z,3,1.65041E+12,1.6505E+12,41358.19,3,42984.2,41087.06,42.291.992,1.465.693,MŠr 41,42,0.71,0.01,1650547532988,00:04:51 HH:MM:SS ago,p-pl
4586,BTC,24-hs,31,1,BTC,1,24-hs,7,15,1,3,80,7,1000,50,ON,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,98317944bfaae38c951648d0f80b1027,Tested,time-series-BTC-24-hs-0000004586,parameters-0000004586,1,2022-04-21T13:51:20.105Z,3,1.65041E+12,1.6505E+12,41358.19,3,42594.96,40719.23,42.000.867,1.453.127,MŠr 41,77,Jan 28,0.02,1650549157503,00:07:09 HH:MM:SS ago,p-pl
